city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Sarıoğlan,39.0769,35.9667,Turkey,TR,Kayseri,minor,,
Bozkır,37.1896,32.2474,Turkey,TR,Konya,minor,,
Üçpınar,37.1341,32.2615,Turkey,TR,Konya,minor,,
Kelkit,40.1268,39.4342,Turkey,TR,Gümüşhane,minor,,
Köyceğiz,36.9625,28.6909,Turkey,TR,Muğla,minor,,
Gökçeada,40.2011,25.9090,Turkey,TR,Çanakkale,minor,,
Taraklı,40.3969,30.4928,Turkey,TR,Sakarya,minor,,
Çal,38.0836,29.3989,Turkey,TR,Denizli,minor,,
Karlıova,39.2904,41.0059,Turkey,TR,Bingöl,minor,,
Göynük,39.1395,40.8744,Turkey,TR,Bingöl,minor,,
Çukurca,37.2481,43.6136,Turkey,TR,Hakkâri,minor,,
Aydıncık,40.1273,35.2877,Turkey,TR,Yozgat,minor,,
Karakurt,40.1658,42.6044,Turkey,TR,Kars,minor,,
Maden,40.1814,40.4042,Turkey,TR,Bayburt,minor,,
Karaurgan,40.2396,42.2728,Turkey,TR,Kars,minor,,
Sarıkamış,40.3277,42.5870,Turkey,TR,Kars,minor,,
Atabey,37.9508,30.6386,Turkey,TR,Isparta,minor,,
Sarıkavak,36.5813,33.6430,Turkey,TR,Mersin,minor,,
Büyükorhan,39.7710,28.8861,Turkey,TR,Bursa,minor,,
Akçadağ,38.3390,37.9702,Turkey,TR,Malatya,minor,,
Levent,38.4370,37.8542,Turkey,TR,Malatya,minor,,
Gökçedağ,39.5583,28.9191,Turkey,TR,Balıkesir,minor,,
Umraniye,39.1750,31.2344,Turkey,TR,Afyonkarahisar,minor,,
Dursunbey,39.5860,28.6257,Turkey,TR,Balıkesir,minor,,
Çelikhan,38.0256,38.2367,Turkey,TR,Adıyaman,minor,,
Kireç,39.5347,28.3594,Turkey,TR,Balıkesir,minor,,
Kavacık,39.6755,28.4945,Turkey,TR,Balıkesir,minor,,
Oltu,40.5394,41.9872,Turkey,TR,Erzurum,minor,,
Davulga,38.9792,31.3714,Turkey,TR,Afyonkarahisar,minor,,
Çaylar,39.2672,41.2833,Turkey,TR,Muş,minor,,
Varto,39.1737,41.4540,Turkey,TR,Muş,minor,,
Gümüşkent,38.8256,34.5321,Turkey,TR,Nevşehir,minor,,
Karaköy,39.0911,41.6831,Turkey,TR,Muş,minor,,
Şefaatlı,39.5043,34.7563,Turkey,TR,Yozgat,minor,,
Gülşehir,38.7459,34.6252,Turkey,TR,Nevşehir,minor,,
Taşköprü,41.5098,34.2141,Turkey,TR,Kastamonu,minor,,
Derebucak,37.3918,31.5092,Turkey,TR,Konya,minor,,
Başçiftlik,40.5469,37.1692,Turkey,TR,Tokat,minor,,
Devrekani,41.6030,33.8392,Turkey,TR,Kastamonu,minor,,
Karamanlı,37.3730,29.8231,Turkey,TR,Burdur,minor,,
Pasinler,39.9797,41.6700,Turkey,TR,Erzurum,minor,,
Bozova,37.2161,30.2858,Turkey,TR,Antalya,minor,,
Kızılcadağ,37.0172,29.9631,Turkey,TR,Antalya,minor,,
Korkuteli,37.0650,30.1956,Turkey,TR,Antalya,minor,,
Güney,38.1544,29.0678,Turkey,TR,Denizli,minor,,
Göle,40.7875,42.6060,Turkey,TR,Ardahan,minor,,
Çayırbaşı,40.8780,42.6265,Turkey,TR,Ardahan,minor,,
Oğuzlar,40.7535,34.7027,Turkey,TR,Çorum,minor,,
Karapınar,37.7160,33.5506,Turkey,TR,Konya,minor,,
Hotamış,37.6400,33.3186,Turkey,TR,Konya,minor,,
Çiğil,37.4792,33.3180,Turkey,TR,Konya,minor,,
Fındık,37.5132,41.9642,Turkey,TR,Şırnak,minor,,
Güneysınır,37.2694,32.7290,Turkey,TR,Konya,minor,,
Elmalı,36.7358,29.9178,Turkey,TR,Antalya,minor,,
Akçay,36.6022,29.7463,Turkey,TR,Antalya,minor,,
Seki,36.8038,29.6515,Turkey,TR,Muğla,minor,,
Başmakçı,37.8972,30.0117,Turkey,TR,Afyonkarahisar,minor,,
Gölova,36.7992,30.0389,Turkey,TR,Antalya,minor,,
Keles,39.9136,29.2294,Turkey,TR,Bursa,minor,,
Polateli,36.8414,37.1441,Turkey,TR,Kilis,minor,,
Tut,37.7953,37.9161,Turkey,TR,Adıyaman,minor,,
Harmanlı,37.8381,37.7443,Turkey,TR,Adıyaman,minor,,
Eflani,41.4229,32.9576,Turkey,TR,Karabük,minor,,
Mihalgazi,40.0262,30.5771,Turkey,TR,Eskişehir,minor,,
Balaban,38.4611,37.5788,Turkey,TR,Malatya,minor,,
Darende,38.5458,37.5058,Turkey,TR,Malatya,minor,,
Orta,40.6242,33.1093,Turkey,TR,Çankırı,minor,,
Eskipazar,40.9430,32.5309,Turkey,TR,Karabük,minor,,
Söğütlü,38.8002,40.6697,Turkey,TR,Bingöl,minor,,
Eskil,38.4017,33.4131,Turkey,TR,Aksaray,minor,,
Hınıs,39.3577,41.6925,Turkey,TR,Erzurum,minor,,
Halilçavuş,39.2472,41.7926,Turkey,TR,Erzurum,minor,,
Bağgöze,37.7126,41.9154,Turkey,TR,Siirt,minor,,
Gülnar,36.3415,33.3992,Turkey,TR,Mersin,minor,,
Genç,38.7477,40.5534,Turkey,TR,Bingöl,minor,,
Ovacık,36.1713,33.5558,Turkey,TR,Mersin,minor,,
Peçenek,40.4186,32.3083,Turkey,TR,Ankara,minor,,
Gerede,40.8008,32.1969,Turkey,TR,Bolu,minor,,
Kozaklı,39.2214,34.8506,Turkey,TR,Nevşehir,minor,,
Karahasanlı,39.2969,34.7216,Turkey,TR,Nevşehir,minor,,
Bereketli,40.5127,37.2886,Turkey,TR,Tokat,minor,,
Reşadiye,40.3919,37.3375,Turkey,TR,Tokat,minor,,
Yayla,38.6322,40.5242,Turkey,TR,Bingöl,minor,,
Servi,38.5704,40.3200,Turkey,TR,Bingöl,minor,,
Çan,39.1483,40.2035,Turkey,TR,Elazığ,minor,,
Yenisu,38.7544,40.8797,Turkey,TR,Bingöl,minor,,
Karakoçan,38.9500,40.0333,Turkey,TR,Elazığ,minor,,
Başyurt,38.8351,39.9793,Turkey,TR,Elazığ,minor,,
Boğazlıyan,39.1888,35.2454,Turkey,TR,Yozgat,minor,,
Yenipazar,39.4636,35.0831,Turkey,TR,Yozgat,minor,,
Senirkent,38.1044,30.5486,Turkey,TR,Isparta,minor,,
Ortaköy,39.4215,36.2340,Turkey,TR,Sivas,minor,,
Akcakışla,39.5382,36.3363,Turkey,TR,Sivas,minor,,
Şarkışla,39.3519,36.4098,Turkey,TR,Sivas,minor,,
Mecitözü,40.5200,35.2953,Turkey,TR,Çorum,minor,,
Kazancı,36.5019,32.8613,Turkey,TR,Karaman,minor,,
Ermenek,36.6404,32.8918,Turkey,TR,Karaman,minor,,
Durağan,41.4158,35.0544,Turkey,TR,Sinop,minor,,
Çerçiler,41.3945,35.2367,Turkey,TR,Sinop,minor,,
Damal,41.3414,42.8368,Turkey,TR,Ardahan,minor,,
Esiroğlu,40.8733,39.6883,Turkey,TR,Trabzon,minor,,
Doğruyol,40.9799,43.4710,Turkey,TR,Kars,minor,,
Arpaçay,40.8452,43.3275,Turkey,TR,Kars,minor,,
Çat,39.6064,40.9684,Turkey,TR,Erzurum,minor,,
Gemerek,39.1834,36.0719,Turkey,TR,Sivas,minor,,
Doğruyol,41.0613,43.3220,Turkey,TR,Ardahan,minor,,
Kale,40.3869,39.6833,Turkey,TR,Gümüşhane,minor,,
Yağmurdere,40.5749,39.8624,Turkey,TR,Gümüşhane,minor,,
Yerköy,39.6381,34.4672,Turkey,TR,Yozgat,minor,,
Seydiler,41.6201,33.7182,Turkey,TR,Kastamonu,minor,,
Kiğı,39.3136,40.3503,Turkey,TR,Bingöl,minor,,
Eruh,37.7418,42.1742,Turkey,TR,Siirt,minor,,
Kürtün,40.6952,39.0947,Turkey,TR,Gümüşhane,minor,,
Doğanca,37.7995,42.3310,Turkey,TR,Siirt,minor,,
Mengen,40.9388,32.0764,Turkey,TR,Bolu,minor,,
Çifteler,39.3831,31.0392,Turkey,TR,Eskişehir,minor,,
Tomarza,38.4472,35.7992,Turkey,TR,Kayseri,minor,,
Pazarköy,40.9255,32.1807,Turkey,TR,Bolu,minor,,
Toklar,38.4181,36.0150,Turkey,TR,Kayseri,minor,,
Gökçesu,40.8939,31.9596,Turkey,TR,Bolu,minor,,
Çaykara,40.7427,40.2318,Turkey,TR,Trabzon,minor,,
Uzungöl,40.6159,40.2885,Turkey,TR,Trabzon,minor,,
Altınyayla,39.2725,36.7510,Turkey,TR,Sivas,minor,,
Şereflikoçhisar,38.9451,33.5430,Turkey,TR,Ankara,minor,,
Şiran,40.1906,39.1175,Turkey,TR,Gümüşhane,minor,,
Gaziler,40.0847,43.4519,Turkey,TR,Iğdır,minor,,
Karakoyunlu,39.8703,43.6300,Turkey,TR,Iğdır,minor,,
İnönü,39.8153,30.1455,Turkey,TR,Eskişehir,minor,,
Tuzluca,40.0387,43.6521,Turkey,TR,Iğdır,minor,,
Mordoğan,38.5165,26.6245,Turkey,TR,İzmir,minor,,
Karaburun,38.6364,26.5109,Turkey,TR,İzmir,minor,,
Küçükbahçe,38.5573,26.3931,Turkey,TR,İzmir,minor,,
Köprübaşı,40.8069,40.1144,Turkey,TR,Trabzon,minor,,
Kamışlı,37.5552,34.9472,Turkey,TR,Adana,minor,,
Pozantı,37.4278,34.8717,Turkey,TR,Adana,minor,,
Hocalar,38.5782,29.9677,Turkey,TR,Afyonkarahisar,minor,,
Hacıbektaş,38.9408,34.5577,Turkey,TR,Nevşehir,minor,,
Çatalzeytin,41.9531,34.2163,Turkey,TR,Kastamonu,minor,,
Laçin,40.7749,34.8807,Turkey,TR,Çorum,minor,,
Hamamözü,40.7848,35.0258,Turkey,TR,Amasya,minor,,
Hazar,38.3878,39.4236,Turkey,TR,Elazığ,minor,,
Maden,38.3867,39.6641,Turkey,TR,Elazığ,minor,,
Dörtdivan,40.7205,32.0631,Turkey,TR,Bolu,minor,,
Hanak,41.2334,42.8404,Turkey,TR,Ardahan,minor,,
Yeşilhisar,38.3497,35.0867,Turkey,TR,Kayseri,minor,,
Kızılırmak,40.3456,33.9864,Turkey,TR,Çankırı,minor,,
Yeşilova,37.5081,29.7547,Turkey,TR,Burdur,minor,,
Şabanözü,40.4825,33.2835,Turkey,TR,Çankırı,minor,,
Altıntaş,39.0597,30.1092,Turkey,TR,Kütahya,minor,,
Saimbeyli,37.9863,36.0906,Turkey,TR,Adana,minor,,
Murgul,41.2794,41.5551,Turkey,TR,Artvin,minor,,
Susuz,40.7791,43.1277,Turkey,TR,Kars,minor,,
Baklan,37.9769,29.6086,Turkey,TR,Denizli,minor,,
Kandilli,39.9059,40.8366,Turkey,TR,Erzurum,minor,,
Aşkale,39.9172,40.6848,Turkey,TR,Erzurum,minor,,
Güdül,40.2100,32.2432,Turkey,TR,Ankara,minor,,
Çiftlik,39.7828,40.6348,Turkey,TR,Erzurum,minor,,
Mucur,39.0615,34.3829,Turkey,TR,Kırşehir,minor,,
Ilgaz,40.9251,33.6259,Turkey,TR,Çankırı,minor,,
Mudurnu,40.4730,31.2076,Turkey,TR,Bolu,minor,,
Taşkent,36.9243,32.4913,Turkey,TR,Konya,minor,,
Hadim,36.9878,32.4567,Turkey,TR,Konya,minor,,
Tefenni,37.3097,29.7754,Turkey,TR,Burdur,minor,,
Ağlı,41.6860,33.5538,Turkey,TR,Kastamonu,minor,,
Demirözü,40.1602,39.8924,Turkey,TR,Bayburt,minor,,
Boğazkale,40.0219,34.6095,Turkey,TR,Çorum,minor,,
Cihanbeyli,38.6607,32.9244,Turkey,TR,Konya,minor,,
Emet,39.3430,29.2585,Turkey,TR,Kütahya,minor,,
Örencik,39.2625,29.5439,Turkey,TR,Kütahya,minor,,
Tufanbeyli,38.2633,36.2206,Turkey,TR,Adana,minor,,
Narman,40.3445,41.8609,Turkey,TR,Erzurum,minor,,
Kışlaköy,40.3235,42.0223,Turkey,TR,Erzurum,minor,,
Çeltik,39.0244,31.7906,Turkey,TR,Konya,minor,,
Tekman,39.6411,41.5054,Turkey,TR,Erzurum,minor,,
Gökoğlan,39.5465,41.3040,Turkey,TR,Erzurum,minor,,
Çatalan,37.2486,35.2911,Turkey,TR,Adana,minor,,
Kurtkale,41.2655,43.1258,Turkey,TR,Ardahan,minor,,
Karaisalı,37.2567,35.0589,Turkey,TR,Adana,minor,,
Ulukışla,37.5478,34.4853,Turkey,TR,Niğde,minor,,
Çiftehan,37.5122,34.7694,Turkey,TR,Niğde,minor,,
Şenkaya,40.5565,42.3427,Turkey,TR,Erzurum,minor,,
Gaziler,40.4215,42.3480,Turkey,TR,Erzurum,minor,,
Alpu,39.7690,30.9606,Turkey,TR,Eskişehir,minor,,
Kömürlü,40.7354,42.2882,Turkey,TR,Erzurum,minor,,
Akşar,40.6465,42.3391,Turkey,TR,Erzurum,minor,,
Çamlıdere,40.4896,32.4750,Turkey,TR,Ankara,minor,,
Doğanyol,38.3075,39.0343,Turkey,TR,Malatya,minor,,
Akkışla,39.0022,36.1738,Turkey,TR,Kayseri,minor,,
Lâlapaşa,41.8395,26.7356,Turkey,TR,Edirne,minor,,
Akpınar,39.4500,33.9648,Turkey,TR,Kırşehir,minor,,
Göynük,40.4003,30.7883,Turkey,TR,Bolu,minor,,
Keban,38.7938,38.7352,Turkey,TR,Elazığ,minor,,
Çayıralan,39.3028,35.6439,Turkey,TR,Yozgat,minor,,
Hacıhamza,41.0743,34.4490,Turkey,TR,Çorum,minor,,
Kargı,41.1337,34.4874,Turkey,TR,Çorum,minor,,
Göksu,39.4891,42.1513,Turkey,TR,Erzurum,minor,,
Elmalıdere,39.6372,42.3200,Turkey,TR,Erzurum,minor,,
Söylemez,39.7605,41.8015,Turkey,TR,Erzurum,minor,,
Aslanapa,39.2158,29.8699,Turkey,TR,Kütahya,minor,,
Karayazı,39.6960,42.1428,Turkey,TR,Erzurum,minor,,
Saraydüzü,41.3287,34.8469,Turkey,TR,Sinop,minor,,
Çıldır,41.1214,43.1299,Turkey,TR,Ardahan,minor,,
Ilıca,39.8758,27.7764,Turkey,TR,Balıkesir,minor,,
Tanyeri,39.6114,39.8315,Turkey,TR,Erzincan,minor,,
Tanyeri,39.6016,39.8968,Turkey,TR,Erzincan,minor,,
Balya,39.7486,27.5789,Turkey,TR,Balıkesir,minor,,
Danişment,39.8692,27.6331,Turkey,TR,Balıkesir,minor,,
Üzümlü,39.7095,39.7002,Turkey,TR,Erzincan,minor,,
Harmancık,39.6761,29.1553,Turkey,TR,Bursa,minor,,
Ulaş,39.4449,37.0390,Turkey,TR,Sivas,minor,,
Çayırhan,40.1000,31.6833,Turkey,TR,Ankara,minor,,
Yavu,39.7920,36.2060,Turkey,TR,Sivas,minor,,
Direkli,39.7117,36.6517,Turkey,TR,Sivas,minor,,
Pazar,40.3303,32.7482,Turkey,TR,Ankara,minor,,
Çırçır,40.0550,36.7750,Turkey,TR,Sivas,minor,,
Kızılcahamam,40.4697,32.6506,Turkey,TR,Ankara,minor,,
Güvem,40.5907,32.6611,Turkey,TR,Ankara,minor,,
Yıldızeli,39.8664,36.5989,Turkey,TR,Sivas,minor,,
Çeltikçi,40.3219,32.4557,Turkey,TR,Ankara,minor,,
Mansurlu,37.8485,35.6544,Turkey,TR,Adana,minor,,
Feke,37.8145,35.9123,Turkey,TR,Adana,minor,,
Han,39.1592,30.8614,Turkey,TR,Eskişehir,minor,,
Bayat,38.9831,30.9247,Turkey,TR,Afyonkarahisar,minor,,
Felahiye,39.0906,35.5672,Turkey,TR,Kayseri,minor,,
Aydıntepe,40.3833,40.1427,Turkey,TR,Bayburt,minor,,
Mahmudiye,39.4978,30.9872,Turkey,TR,Eskişehir,minor,,
Gözeli,38.4246,39.0573,Turkey,TR,Elazığ,minor,,
Sivrice,38.4422,39.3094,Turkey,TR,Elazığ,minor,,
Kaymaz,39.5167,31.1797,Turkey,TR,Eskişehir,minor,,
Ahırlı,37.2387,32.1188,Turkey,TR,Konya,minor,,
Tepebaşı,36.6663,32.7221,Turkey,TR,Karaman,minor,,
Çelebi,39.4642,33.5241,Turkey,TR,Kırıkkale,minor,,
Başyayla,36.7534,32.6802,Turkey,TR,Karaman,minor,,
Göynücek,40.3992,35.5250,Turkey,TR,Amasya,minor,,
Belören,40.8616,33.4956,Turkey,TR,Çankırı,minor,,
Gediksaray,40.4453,35.6263,Turkey,TR,Amasya,minor,,
Kurşunlu,40.8410,33.2603,Turkey,TR,Çankırı,minor,,
Özvatan,39.1069,35.6999,Turkey,TR,Kayseri,minor,,
Meydancık,41.4096,42.2364,Turkey,TR,Artvin,minor,,
İkizören,40.6883,33.8833,Turkey,TR,Çankırı,minor,,
Akpazar,38.8463,39.6683,Turkey,TR,Tunceli,minor,,
Mazgirt,39.0178,39.6006,Turkey,TR,Tunceli,minor,,
Darıkent,38.9625,39.8079,Turkey,TR,Tunceli,minor,,
Veliköy,41.3153,42.4325,Turkey,TR,Artvin,minor,,
Şavşat,41.2534,42.3553,Turkey,TR,Artvin,minor,,
Küre,41.8058,33.7116,Turkey,TR,Kastamonu,minor,,
Kuluncak,38.8766,37.6628,Turkey,TR,Malatya,minor,,
Şenyurt,40.4265,41.4283,Turkey,TR,Erzurum,minor,,
Tortum,40.2889,41.5410,Turkey,TR,Erzurum,minor,,
Aşağı Irmaklar,41.1830,42.1744,Turkey,TR,Artvin,minor,,
Adaklı,39.2262,40.4828,Turkey,TR,Bingöl,minor,,
Beylikova,39.6869,31.2056,Turkey,TR,Eskişehir,minor,,
Akıncılar,40.0717,38.3433,Turkey,TR,Sivas,minor,,
Posof,41.5106,42.7292,Turkey,TR,Ardahan,minor,,
Eminbey,41.5476,42.7820,Turkey,TR,Ardahan,minor,,
Yalınca,37.8566,43.5223,Turkey,TR,Van,minor,,
Torul,40.5507,39.2834,Turkey,TR,Gümüşhane,minor,,
Kırkgeçit,38.1356,43.4939,Turkey,TR,Van,minor,,
Şebin Karahisar,40.2883,38.4236,Turkey,TR,Giresun,minor,,
Güzelsu,38.3103,43.7991,Turkey,TR,Van,minor,,
Taşdelen,38.8381,38.5046,Turkey,TR,Malatya,minor,,
Eldivan,40.5297,33.4990,Turkey,TR,Çankırı,minor,,
Arapgir,39.0412,38.4952,Turkey,TR,Malatya,minor,,
Akdemir,38.9833,39.1385,Turkey,TR,Tunceli,minor,,
Doğanşar,40.2084,37.5312,Turkey,TR,Sivas,minor,,
Pertek,38.8657,39.3227,Turkey,TR,Tunceli,minor,,
Pınarlar,38.8742,39.4726,Turkey,TR,Tunceli,minor,,
Çaybağı,38.8285,39.6106,Turkey,TR,Tunceli,minor,,
Dere,38.9829,39.3002,Turkey,TR,Tunceli,minor,,
Çamoluk,40.1273,38.7301,Turkey,TR,Giresun,minor,,
Dikmen,41.6500,35.2667,Turkey,TR,Sinop,minor,,
Kuşsarayı,38.4567,38.6858,Turkey,TR,Elazığ,minor,,
Aydınlar,38.6220,38.5405,Turkey,TR,Elazığ,minor,,
Baskil,38.5687,38.8163,Turkey,TR,Elazığ,minor,,
Kale,38.4154,38.7709,Turkey,TR,Malatya,minor,,
Hekimhan,38.8162,37.9288,Turkey,TR,Malatya,minor,,
Kurşunlu,38.6533,37.8508,Turkey,TR,Malatya,minor,,
Sarız,38.4792,36.4990,Turkey,TR,Kayseri,minor,,
Sarıcakaya,40.0369,30.6267,Turkey,TR,Eskişehir,minor,,
Hasançelebi,38.9509,37.8806,Turkey,TR,Malatya,minor,,
Ağın,38.9379,38.7116,Turkey,TR,Elazığ,minor,,
Akkaya,41.2191,33.4849,Turkey,TR,Kastamonu,minor,,
Boyalı,41.0271,33.3041,Turkey,TR,Kastamonu,minor,,
İğdir,41.2262,33.1370,Turkey,TR,Kastamonu,minor,,
Çamardı,37.8322,34.9814,Turkey,TR,Niğde,minor,,
Nurhak,37.9637,37.4405,Turkey,TR,Kahramanmaraş,minor,,
Araç,41.2422,33.3277,Turkey,TR,Kastamonu,minor,,
İhsangazi,41.2043,33.5545,Turkey,TR,Kastamonu,minor,,
Üçdam,39.5632,40.1715,Turkey,TR,Tunceli,minor,,
Yenifakılı,39.2114,35.0004,Turkey,TR,Yozgat,minor,,
Tercan,39.7771,40.3778,Turkey,TR,Erzincan,minor,,
Kızılören,38.2581,30.1517,Turkey,TR,Afyonkarahisar,minor,,
Azdavay,41.6427,33.3000,Turkey,TR,Kastamonu,minor,,
Hemşin,41.0478,40.8984,Turkey,TR,Rize,minor,,
Ayaş,40.0154,32.3325,Turkey,TR,Ankara,minor,,
Olur,40.8216,42.1306,Turkey,TR,Erzurum,minor,,
Çamlıyayla,37.1665,34.5930,Turkey,TR,Mersin,minor,,
Emirgazi,37.9022,33.8372,Turkey,TR,Konya,minor,,
Gölören,37.8495,33.8597,Turkey,TR,Konya,minor,,
Yenice,39.2753,32.6803,Turkey,TR,Ankara,minor,,
İkizce,39.5952,32.6610,Turkey,TR,Ankara,minor,,
Tuzlukçu,38.4778,31.6264,Turkey,TR,Konya,minor,,
Hanönü,41.6271,34.4667,Turkey,TR,Kastamonu,minor,,
Yenipazar,40.1783,30.5200,Turkey,TR,Bilecik,minor,,
Beytüşşebap,37.5632,43.1658,Turkey,TR,Şırnak,minor,,
Çemişgezek,39.0554,38.9075,Turkey,TR,Tunceli,minor,,
Gedikler,39.0892,38.8075,Turkey,TR,Tunceli,minor,,
Uğurludağ,40.4463,34.4526,Turkey,TR,Çorum,minor,,
Akçapınar,38.9483,38.9456,Turkey,TR,Tunceli,minor,,
Çamlıhemşin,41.0477,41.0000,Turkey,TR,Rize,minor,,
Pınarbaşı,41.6039,33.1110,Turkey,TR,Kastamonu,minor,,
Atkaracalar,40.8159,33.0756,Turkey,TR,Çankırı,minor,,
Köse,40.2069,39.6463,Turkey,TR,Gümüşhane,minor,,
Bayramören,40.9433,33.2030,Turkey,TR,Çankırı,minor,,
Ortakent,40.4000,38.0000,Turkey,TR,Sivas,minor,,
Çerkeş,40.8116,32.8936,Turkey,TR,Çankırı,minor,,
Koyulhisar,40.3018,37.8234,Turkey,TR,Sivas,minor,,
Demirköy,41.8251,27.7597,Turkey,TR,Kırklareli,minor,,
İğneada,41.8744,27.9839,Turkey,TR,Kırklareli,minor,,
Daday,41.4787,33.4667,Turkey,TR,Kastamonu,minor,,
Sulakyurt,40.1573,33.7160,Turkey,TR,Kırıkkale,minor,,
Altınekin,38.2408,32.8153,Turkey,TR,Konya,minor,,
Örenşehir,38.9984,36.6493,Turkey,TR,Kayseri,minor,,
Kırka,39.2794,30.5264,Turkey,TR,Eskişehir,minor,,
Seyitgazi,39.4447,30.6947,Turkey,TR,Eskişehir,minor,,
Seben,40.4113,31.5736,Turkey,TR,Bolu,minor,,
Kaynar,38.8992,36.4542,Turkey,TR,Kayseri,minor,,
Pazarören,38.6739,36.1594,Turkey,TR,Kayseri,minor,,
Sütçüler,37.4974,30.9773,Turkey,TR,Isparta,minor,,
Kasımlar,37.5287,31.1927,Turkey,TR,Isparta,minor,,
Hasayaz,40.2407,33.3280,Turkey,TR,Ankara,minor,,
Kalecik,40.0972,33.4083,Turkey,TR,Ankara,minor,,
Gölova,40.0619,38.6067,Turkey,TR,Sivas,minor,,
Çandır,40.2572,33.4687,Turkey,TR,Ankara,minor,,
Ağaçören,38.8748,33.9167,Turkey,TR,Aksaray,minor,,
Beypınarı,39.5064,37.7069,Turkey,TR,Sivas,minor,,
Zara,39.8978,37.7583,Turkey,TR,Sivas,minor,,
Çayırlı,39.8077,40.0280,Turkey,TR,Erzincan,minor,,
Bulucan,39.7025,37.7597,Turkey,TR,Sivas,minor,,
Şerefiye,40.1119,37.7562,Turkey,TR,Sivas,minor,,
Başköy,39.8723,39.8419,Turkey,TR,Erzincan,minor,,
Boztepe,39.2697,34.2611,Turkey,TR,Kırşehir,minor,,
Topçam,40.6166,37.7706,Turkey,TR,Ordu,minor,,
Yeşilce,40.5358,37.7957,Turkey,TR,Ordu,minor,,
Mesudiye,40.4545,37.7735,Turkey,TR,Ordu,minor,,
Aladağ,37.5485,35.3960,Turkey,TR,Adana,minor,,
Akseki,37.0486,31.7900,Turkey,TR,Antalya,minor,,
Evren,39.0240,33.8063,Turkey,TR,Ankara,minor,,
Yusufeli,40.8204,41.5374,Turkey,TR,Artvin,minor,,
Demirkent,40.8791,41.7295,Turkey,TR,Artvin,minor,,
Kılıçkaya,40.7047,41.4739,Turkey,TR,Artvin,minor,,
Geriş,36.9625,31.7331,Turkey,TR,Antalya,minor,,
Sivrihisar,39.4504,31.5341,Turkey,TR,Eskişehir,minor,,
Sarıyahşi,38.9835,33.8414,Turkey,TR,Aksaray,minor,,
Güzelsu,36.8947,31.8564,Turkey,TR,Antalya,minor,,
Sarıgöl,40.9475,41.4948,Turkey,TR,Artvin,minor,,
Öğdem,40.9173,41.6361,Turkey,TR,Artvin,minor,,
Cevizli,37.1969,31.7633,Turkey,TR,Antalya,minor,,
Akören,37.4535,32.3707,Turkey,TR,Konya,minor,,
Yunak,38.8142,31.7322,Turkey,TR,Konya,minor,,
Çağlarca,39.0373,39.1386,Turkey,TR,Tunceli,minor,,
Dumlupınar,38.8541,29.9772,Turkey,TR,Kütahya,minor,,
Hozat,39.1003,39.2082,Turkey,TR,Tunceli,minor,,
Arguvan,38.7738,38.2633,Turkey,TR,Malatya,minor,,
Yoncalı,39.0091,38.2532,Turkey,TR,Malatya,minor,,
Sülüklü,38.8811,32.3425,Turkey,TR,Konya,minor,,
Turgut,38.6269,31.8108,Turkey,TR,Konya,minor,,
Balışeyh,39.9141,33.7233,Turkey,TR,Kırıkkale,minor,,
Bala,39.5542,33.1234,Turkey,TR,Ankara,minor,,
Delice,39.9537,34.0259,Turkey,TR,Kırıkkale,minor,,
Yazyurdu,38.7993,36.9319,Turkey,TR,Sivas,minor,,
Konakpınar,38.9058,37.2969,Turkey,TR,Sivas,minor,,
Gürün,38.7223,37.2710,Turkey,TR,Sivas,minor,,
Kemer,37.3522,30.0631,Turkey,TR,Burdur,minor,,
Ovacık,41.0766,32.9199,Turkey,TR,Karabük,minor,,
Kırık,40.3279,40.9186,Turkey,TR,Erzurum,minor,,
İspir,40.4798,40.9937,Turkey,TR,Erzurum,minor,,
Çamlıkaya,40.6391,41.1522,Turkey,TR,Erzurum,minor,,
Akçakent,39.6228,34.0958,Turkey,TR,Kırşehir,minor,,
Kösefakılı,39.5939,34.1363,Turkey,TR,Kırşehir,minor,,
Yenişarbademli,37.7078,31.3864,Turkey,TR,Isparta,minor,,
Pazaryolu,40.4114,40.7678,Turkey,TR,Erzurum,minor,,
Kangal,39.2335,37.3911,Turkey,TR,Sivas,minor,,
Çatalçam,39.9744,38.8478,Turkey,TR,Erzincan,minor,,
Kavak,39.2920,37.4813,Turkey,TR,Sivas,minor,,
Akarsu,39.9289,38.6139,Turkey,TR,Erzincan,minor,,
Kuşkayası,39.0608,37.0793,Turkey,TR,Sivas,minor,,
Çetinkaya,39.2618,37.6260,Turkey,TR,Sivas,minor,,
Gümüşakar,39.7939,38.6731,Turkey,TR,Erzincan,minor,,
Cengerli,39.7943,38.8481,Turkey,TR,Erzincan,minor,,
Alacahan,39.1067,37.5756,Turkey,TR,Sivas,minor,,
Deliktaş,39.3416,37.2038,Turkey,TR,Sivas,minor,,
İnhisar,40.0493,30.3852,Turkey,TR,Bilecik,minor,,
Refahiye,39.8932,38.7661,Turkey,TR,Erzincan,minor,,
İkizdere,40.7748,40.5523,Turkey,TR,Rize,minor,,
Mihalıçcık,39.8659,31.4957,Turkey,TR,Eskişehir,minor,,
Kofçaz,41.9448,27.1583,Turkey,TR,Kırklareli,minor,,
Halkapınar,37.4339,34.1874,Turkey,TR,Konya,minor,,
Gedikbaşı,39.4894,38.2474,Turkey,TR,Sivas,minor,,
